"year";"venue";"country";"artist";"song";"runningOrder";"placed";"placedJury";"placedTelevote";"pointsJury";"pointsTelevote";"youtubeLink";"appleMusicLink";"spotifyLink"
2025;"St. Jakobshalle";"Denmark";"Sissal";"Hallucination";;;;;;;"https://youtu.be/gdCAgiSIOUc?si=U2SEiWp46Z3pumAi";"https://music.apple.com/gb/album/hallucination/1791787460?i=1791787465";"https://open.spotify.com/track/07JJ7J8JhEztiEcczioBws?si=aaa24c6381a549f6"
2025;"St. Jakobshalle";"Estonia";"Tommy Cash";"Espresso Macchiato";;;;;;;"https://youtu.be/sHt5f8hUei4?si=YKTTVt3LE1ves0ep";"https://music.apple.com/gb/album/espresso-macchiato/1783135860?i=1783135861";"https://open.spotify.com/track/3gWBWLw3J3XTy3QTo36GqJ?si=317fdfee34d94d0a"
2025;"St. Jakobshalle";"Finland";"Erika Vikman";"Ich Komme";;;;;;;"https://youtu.be/Kg3QoTpnqyw?si=cVIQq4b-K4w9k3Pq";"https://music.apple.com/gb/album/ich-komme/1788476066?i=1788476080";"https://open.spotify.com/track/52NFoPnzxOKPIcJIQ9mb5Q?si=dbbcf839804e4a7f"
2025;"St. Jakobshalle";"Greece";"Klavdia";"Asteromáta";;;;;;;"https://youtu.be/UxzeTezgey4?si=7zXb-fc53-1MUpDx";"https://music.apple.com/gb/album/asteromata/1791841422?i=1791841428";"https://open.spotify.com/track/2aE2SRm4QraCuDBNnBsRIz?si=35eec0bef499457d"
2025;"St. Jakobshalle";"Iceland";"VÆB";"RÓA";;;;;;;"https://youtu.be/LZE1WzOwtQQ?si=Jzs-o1DT8ApUocDy";"https://music.apple.com/gb/album/r%C3%B3a/1789610853?i=1789610854";"https://open.spotify.com/track/1YnOwWvV1bQevRqJMCbYJz?si=cfde52698fac4fcf"
2025;"St. Jakobshalle";"Ireland";"EMMY";"Laika Party";;;;;;;"https://youtu.be/1nPxNykJ34U?si=baFAvb3MrxfML5z7";"https://music.apple.com/gb/album/laika-party/1789520076?i=1789520078";"https://open.spotify.com/track/5PZnJ8GErvuiCo7wKKtpKo?si=edd07d3deaa04228"
2025;"St. Jakobshalle";"Israel";"Yuval Raphael";"New Day Will Rise";;;;;;;"https://www.youtube.com/watch?v=Q3BELu4z6-U";;
2025;"St. Jakobshalle";"Latvia";"Tautumeitas";"Bur man laimi";;;;;;;"https://youtu.be/b1_t79mQkm4?si=7AvQbt0klOkp994U";"https://music.apple.com/gb/album/bur-man-laimi/1781609727?i=1781609729";"https://open.spotify.com/track/6oGrwxJItvG261mLBk6DmK?si=e8a9b592e2374b10"
2025;"St. Jakobshalle";"Lithuania";"Katarsis";"Tavo Akys";;;;;;;"https://youtu.be/R2f2aZ6Fy58?si=a_Ih_KbMalfN-IgA";"https://music.apple.com/gb/album/tavo-akys/1793316955?i=1793316968";"https://open.spotify.com/track/1imPa2lzxmLKggLCpkBAoo?si=4038834e3cd74942"
2025;"St. Jakobshalle";"Luxembourg";"Laura Thorn";"La Poupée Monte Le Son";;;;;;;"https://youtu.be/LVHu_KwHiKY?si=ZOUPeichv4ypaxbB";"https://music.apple.com/gb/album/la-poup%C3%A9e-monte-le-son/1785952116?i=1785952117";"https://open.spotify.com/track/7uUZf0d7YEFvfEspnYopXN?si=37c42181e77246c4"
2025;"St. Jakobshalle";"Malta";"Miriana Conte";"Kant";;;;;;;"https://youtu.be/8qNK1tt6L5k?si=rh3AeXaliEMnWx4X";"https://music.apple.com/gb/album/kant/1789732346?i=1789732348";"https://open.spotify.com/track/3RHRXSKaQ6oBS29iiDI3as?si=63fd8c3dda5b480b"
2025;"St. Jakobshalle";"Montenegro";"Nina Žižić";"Dobrodošli";;;;;;;"https://www.youtube.com/watch?v=_zs0yq39aFA";"https://music.apple.com/gb/album/dobrodo%C5%A1li/1779194821?i=1779194822";"https://open.spotify.com/track/5UspyMgNKogZTVNc9Ptl9P?si=934cc767a1244480"
2025;"St. Jakobshalle";"Netherlands";"Claude";"C'est La Vie";;;;;;;"https://youtu.be/hEHwr5k9pd0?si=zAsQIGAYM9F7B-Mi";"https://music.apple.com/gb/album/cest-la-vie/1796663926?i=1796663928";"https://open.spotify.com/track/0b9RNAzGtDRRMQS1cF9HXT?si=43c2c3f480b049d4"
2025;"St. Jakobshalle";"Norway";"Kyle Alessandro";"Lighter";;;;;;;"https://youtu.be/h7jkEmoBvU0?si=Jf9EMY-rFBrxm4Km";"https://music.apple.com/gb/album/lighter/1785166104?i=1785166105";"https://open.spotify.com/track/0AMoopn68aGAAaJ9qFXPnX?si=9647b01324f84d80"
2025;"St. Jakobshalle";"Poland";"Justyna Steczkowska";"GAJA";;;;;;;"https://youtu.be/YXHHDjiclxA?si=EgKB2SS4u-kLRci5";"https://music.apple.com/gb/album/gaja-eurovision-edit/1791560855?i=1791560857";"https://open.spotify.com/track/0wNpA89DLOyKlZZVJ7wCac?si=9a758f6566f24091"
2025;"St. Jakobshalle";"Portugal";"NAPA";"Deslocado";;;;;;;"https://youtu.be/-s1Cc2uEj3U?si=JTlSFlwuSjKZ8Bk6";"https://music.apple.com/gb/album/deslocado/1790921858?i=1790922146";"https://open.spotify.com/track/6QlygEHWgXDeAwDtzksA5b?si=ad0d2366d12446f7"
2025;"St. Jakobshalle";"San Marino";"Gabry Ponte";"Tutta L'Italia";;;;;;;"https://youtu.be/-GK2VVpSqUI?si=sV8D-hIHRxPMP0SJ";"https://music.apple.com/gb/album/tutta-litalia/1792336025?i=1792336026";"https://open.spotify.com/track/0h3w9Sr1gToqxA9gIs5O39?si=296f1f046ffe4c62"
2025;"St. Jakobshalle";"Serbia";"Princ";"Mila";;;;;;;"https://youtu.be/t4IptfDeZIw?si=I2BNCa6Kkp8WgDGP";"https://music.apple.com/gb/album/mila/1792909281?i=1792909282";"https://open.spotify.com/track/30ivP0TxQ9owZotAbhbiGt?si=349859e0bfb647b0"
2025;"St. Jakobshalle";"Slovenia";"Klemen";"How Much Time Do We Have Left?";;;;;;;"https://youtu.be/fsCc3ukABOA?si=VfCg9ZA6MMDY_a3A";"https://music.apple.com/gb/album/how-much-time-do-we-have-left/1793535327?i=1793535343";"https://open.spotify.com/track/104QgPphJUPg86IWYnAnL7?si=0b1ddd86573549e7"
2025;"St. Jakobshalle";"Sweden";"KAJ";"Bara Bada Bastu";;;;;;;"https://youtu.be/WK3HOMhAeQY?si=2JlJR0lp1UVLdcSp";"https://music.apple.com/gb/album/bara-bada-bastu/1795494351?i=1795494352";"https://open.spotify.com/track/2gThkoApt6B7ajBWZRLAVv?si=cc2eb8a0f07d48df"
2025;"St. Jakobshalle";"Ukraine";"Ziferblat";"Bird of Pray";;;;;;;"https://youtu.be/nlsGY6-BkCY?si=G_f_r8YNVkB7IQgX";"https://music.apple.com/gb/album/bird-of-pray/1790713027?i=1790713344";"https://open.spotify.com/track/0YM3CotMLnoTBVwMCJzYeV?si=b600e78cc7c141da"
